ref_img,ref_patch,dist_patch,first_SUR,second_SUR,third_SUR,set
SRC01,SRC01_5,SRC01_015_5,0.0497329303582758,0.33787499023133,0.753060538913746,10
SRC01,SRC01_1,SRC01_016_1,0.0725020352011973,0.434477400585169,0.841981780687973,10
SRC01,SRC01_2,SRC01_016_2,0.0725020352011973,0.434477400585169,0.841981780687973,10
SRC01,SRC01_3,SRC01_016_3,0.0725020352011973,0.434477400585169,0.841981780687973,10
SRC01,SRC01_4,SRC01_016_4,0.0725020352011973,0.434477400585169,0.841981780687973,10
SRC01,SRC01_5,SRC01_016_5,0.0725020352011973,0.434477400585169,0.841981780687973,10
SRC01,SRC01_1,SRC01_017_1,0.10146012019925502,0.532636565711944,0.9103485830530679,10
SRC01,SRC01_2,SRC01_017_2,0.10146012019925502,0.532636565711944,0.9103485830530679,10
SRC01,SRC01_3,SRC01_017_3,0.10146012019925502,0.532636565711944,0.9103485830530679,10
SRC01,SRC01_4,SRC01_017_4,0.10146012019925502,0.532636565711944,0.9103485830530679,10
SRC01,SRC01_5,SRC01_017_5,0.10146012019925502,0.532636565711944,0.9103485830530679,10
SRC01,SRC01_1,SRC01_018_1,0.13680132947567403,0.626785983477518,0.9572631192201879,10
SRC01,SRC01_2,SRC01_018_2,0.13680132947567403,0.626785983477518,0.9572631192201879,10
SRC01,SRC01_3,SRC01_018_3,0.13680132947567403,0.626785983477518,0.9572631192201879,10
SRC01,SRC01_4,SRC01_018_4,0.13680132947567403,0.626785983477518,0.9572631192201879,10
SRC01,SRC01_5,SRC01_018_5,0.13680132947567403,0.626785983477518,0.9572631192201879,10
SRC01,SRC01_1,SRC01_019_1,0.178332115305623,0.712417734697852,0.984742484461092,10
SRC01,SRC01_2,SRC01_019_2,0.178332115305623,0.712417734697852,0.984742484461092,10
SRC01,SRC01_3,SRC01_019_3,0.178332115305623,0.712417734697852,0.984742484461092,10
SRC01,SRC01_4,SRC01_019_4,0.178332115305623,0.712417734697852,0.984742484461092,10
SRC01,SRC01_5,SRC01_019_5,0.178332115305623,0.712417734697852,0.984742484461092,10
SRC01,SRC01_1,SRC01_020_1,0.22547456113213896,0.7865367377068091,0.9970488962033031,10
SRC01,SRC01_2,SRC01_020_2,0.22547456113213896,0.7865367377068091,0.9970488962033031,10
SRC01,SRC01_3,SRC01_020_3,0.22547456113213896,0.7865367377068091,0.9970488962033031,10
SRC01,SRC01_4,SRC01_020_4,0.22547456113213896,0.7865367377068091,0.9970488962033031,10
SRC01,SRC01_5,SRC01_020_5,0.22547456113213896,0.7865367377068091,0.9970488962033031,10
SRC01,SRC01_1,SRC01_021_1,0.277315788270163,0.8477377332014442,0.9999567950984549,10
SRC01,SRC01_2,SRC01_021_2,0.277315788270163,0.8477377332014442,0.9999567950984549,10
SRC01,SRC01_3,SRC01_021_3,0.277315788270163,0.8477377332014442,0.9999567950984549,10
SRC01,SRC01_4,SRC01_021_4,0.277315788270163,0.8477377332014442,0.9999567950984549,10
SRC01,SRC01_5,SRC01_021_5,0.277315788270163,0.8477377332014442,0.9999567950984549,10
SRC01,SRC01_1,SRC01_022_1,0.332692192874947,0.896000440676647,1.0,10
SRC01,SRC01_2,SRC01_022_2,0.332692192874947,0.896000440676647,1.0,10
SRC01,SRC01_3,SRC01_022_3,0.332692192874947,0.896000440676647,1.0,10
SRC01,SRC01_4,SRC01_022_4,0.332692192874947,0.896000440676647,1.0,10
SRC01,SRC01_5,SRC01_022_5,0.332692192874947,0.896000440676647,1.0,10
SRC01,SRC01_1,SRC01_023_1,0.39029290041139203,0.932333129830018,1.0,10
SRC01,SRC01_2,SRC01_023_2,0.39029290041139203,0.932333129830018,1.0,10
SRC01,SRC01_3,SRC01_023_3,0.39029290041139203,0.932333129830018,1.0,10
SRC01,SRC01_4,SRC01_023_4,0.39029290041139203,0.932333129830018,1.0,10
SRC01,SRC01_5,SRC01_023_5,0.39029290041139203,0.932333129830018,1.0,10
SRC01,SRC01_1,SRC01_024_1,0.448766344307824,0.9583804664088591,1.0,10
SRC01,SRC01_2,SRC01_024_2,0.448766344307824,0.9583804664088591,1.0,10
SRC01,SRC01_3,SRC01_024_3,0.448766344307824,0.9583804664088591,1.0,10
SRC01,SRC01_4,SRC01_024_4,0.448766344307824,0.9583804664088591,1.0,10
SRC01,SRC01_5,SRC01_024_5,0.448766344307824,0.9583804664088591,1.0,10
SRC01,SRC01_1,SRC01_025_1,0.506816458694102,0.976073648904881,1.0,10
SRC01,SRC01_2,SRC01_025_2,0.506816458694102,0.976073648904881,1.0,10
SRC01,SRC01_3,SRC01_025_3,0.506816458694102,0.976073648904881,1.0,10
SRC01,SRC01_4,SRC01_025_4,0.506816458694102,0.976073648904881,1.0,10
SRC01,SRC01_5,SRC01_025_5,0.506816458694102,0.976073648904881,1.0,10
SRC01,SRC01_1,SRC01_026_1,0.563279300254008,0.987360827202897,1.0,10
SRC01,SRC01_2,SRC01_026_2,0.563279300254008,0.987360827202897,1.0,10
SRC01,SRC01_3,SRC01_026_3,0.563279300254008,0.987360827202897,1.0,10
SRC01,SRC01_4,SRC01_026_4,0.563279300254008,0.987360827202897,1.0,10
SRC01,SRC01_5,SRC01_026_5,0.563279300254008,0.987360827202897,1.0,10
SRC01,SRC01_1,SRC01_027_1,0.617175657224023,0.994025194069911,1.0,10
SRC01,SRC01_2,SRC01_027_2,0.617175657224023,0.994025194069911,1.0,10
SRC01,SRC01_3,SRC01_027_3,0.617175657224023,0.994025194069911,1.0,10
SRC01,SRC01_4,SRC01_027_4,0.617175657224023,0.994025194069911,1.0,10
SRC01,SRC01_5,SRC01_027_5,0.617175657224023,0.994025194069911,1.0,10
SRC01,SRC01_1,SRC01_028_1,0.667739366027676,0.997580094139747,1.0,10
SRC01,SRC01_2,SRC01_028_2,0.667739366027676,0.997580094139747,1.0,10
SRC01,SRC01_3,SRC01_028_3,0.667739366027676,0.997580094139747,1.0,10
SRC01,SRC01_4,SRC01_028_4,0.667739366027676,0.997580094139747,1.0,10
SRC01,SRC01_5,SRC01_028_5,0.667739366027676,0.997580094139747,1.0,10
SRC01,SRC01_1,SRC01_029_1,0.714424085929126,0.9992231875399141,1.0,10
SRC01,SRC01_2,SRC01_029_2,0.714424085929126,0.9992231875399141,1.0,10
SRC01,SRC01_3,SRC01_029_3,0.714424085929126,0.9992231875399141,1.0,10
SRC01,SRC01_4,SRC01_029_4,0.714424085929126,0.9992231875399141,1.0,10
SRC01,SRC01_5,SRC01_029_5,0.714424085929126,0.9992231875399141,1.0,10
SRC01,SRC01_1,SRC01_030_1,0.756893035536354,0.9998316010162109,1.0,10
SRC01,SRC01_2,SRC01_030_2,0.756893035536354,0.9998316010162109,1.0,10
SRC01,SRC01_3,SRC01_030_3,0.756893035536354,0.9998316010162109,1.0,10
SRC01,SRC01_4,SRC01_030_4,0.756893035536354,0.9998316010162109,1.0,10
SRC01,SRC01_5,SRC01_030_5,0.756893035536354,0.9998316010162109,1.0,10
SRC01,SRC01_1,SRC01_031_1,0.7949968145351469,0.999983831548996,1.0,10
SRC01,SRC01_2,SRC01_031_2,0.7949968145351469,0.999983831548996,1.0,10
SRC01,SRC01_3,SRC01_031_3,0.7949968145351469,0.999983831548996,1.0,10
SRC01,SRC01_4,SRC01_031_4,0.7949968145351469,0.999983831548996,1.0,10
SRC01,SRC01_5,SRC01_031_5,0.7949968145351469,0.999983831548996,1.0,10
SRC01,SRC01_1,SRC01_032_1,0.8287442101379541,0.9999999132385791,1.0,10
SRC01,SRC01_2,SRC01_032_2,0.8287442101379541,0.9999999132385791,1.0,10
SRC01,SRC01_3,SRC01_032_3,0.8287442101379541,0.9999999132385791,1.0,10
SRC01,SRC01_4,SRC01_032_4,0.8287442101379541,0.9999999132385791,1.0,10
SRC01,SRC01_5,SRC01_032_5,0.8287442101379541,0.9999999132385791,1.0,10
SRC01,SRC01_1,SRC01_033_1,0.858270144783799,1.0,1.0,10
SRC01,SRC01_2,SRC01_033_2,0.858270144783799,1.0,1.0,10
SRC01,SRC01_3,SRC01_033_3,0.858270144783799,1.0,1.0,10
SRC01,SRC01_4,SRC01_033_4,0.858270144783799,1.0,1.0,10
SRC01,SRC01_5,SRC01_033_5,0.858270144783799,1.0,1.0,10
SRC01,SRC01_1,SRC01_034_1,0.8838039447024622,1.0,1.0,10
SRC01,SRC01_2,SRC01_034_2,0.8838039447024622,1.0,1.0,10
SRC01,SRC01_3,SRC01_034_3,0.8838039447024622,1.0,1.0,10
SRC01,SRC01_4,SRC01_034_4,0.8838039447024622,1.0,1.0,10
SRC01,SRC01_5,SRC01_034_5,0.8838039447024622,1.0,1.0,10
SRC01,SRC01_1,SRC01_035_1,0.905640109621815,1.0,1.0,10
SRC01,SRC01_2,SRC01_035_2,0.905640109621815,1.0,1.0,10
SRC01,SRC01_3,SRC01_035_3,0.905640109621815,1.0,1.0,10
SRC01,SRC01_4,SRC01_035_4,0.905640109621815,1.0,1.0,10
SRC01,SRC01_5,SRC01_035_5,0.905640109621815,1.0,1.0,10
SRC01,SRC01_1,SRC01_036_1,0.924112874835676,1.0,1.0,10
SRC01,SRC01_2,SRC01_036_2,0.924112874835676,1.0,1.0,10
SRC01,SRC01_3,SRC01_036_3,0.924112874835676,1.0,1.0,10
SRC01,SRC01_4,SRC01_036_4,0.924112874835676,1.0,1.0,10
SRC01,SRC01_5,SRC01_036_5,0.924112874835676,1.0,1.0,10
SRC01,SRC01_1,SRC01_037_1,0.939575143283067,1.0,1.0,10
SRC01,SRC01_2,SRC01_037_2,0.939575143283067,1.0,1.0,10
SRC01,SRC01_3,SRC01_037_3,0.939575143283067,1.0,1.0,10
SRC01,SRC01_4,SRC01_037_4,0.939575143283067,1.0,1.0,10
SRC01,SRC01_5,SRC01_037_5,0.939575143283067,1.0,1.0,10
SRC01,SRC01_1,SRC01_038_1,0.952381843199553,1.0,1.0,10
SRC01,SRC01_2,SRC01_038_2,0.952381843199553,1.0,1.0,10
SRC01,SRC01_3,SRC01_038_3,0.952381843199553,1.0,1.0,10
SRC01,SRC01_4,SRC01_038_4,0.952381843199553,1.0,1.0,10
SRC01,SRC01_5,SRC01_038_5,0.952381843199553,1.0,1.0,10
SRC01,SRC01_1,SRC01_039_1,0.962877421442941,1.0,1.0,10
SRC01,SRC01_2,SRC01_039_2,0.962877421442941,1.0,1.0,10
SRC01,SRC01_3,SRC01_039_3,0.962877421442941,1.0,1.0,10
SRC01,SRC01_4,SRC01_039_4,0.962877421442941,1.0,1.0,10
SRC01,SRC01_5,SRC01_039_5,0.962877421442941,1.0,1.0,10
SRC01,SRC01_1,SRC01_040_1,0.971386983269464,1.0,1.0,10
SRC01,SRC01_2,SRC01_040_2,0.971386983269464,1.0,1.0,10
SRC01,SRC01_3,SRC01_040_3,0.971386983269464,1.0,1.0,10
SRC01,SRC01_4,SRC01_040_4,0.971386983269464,1.0,1.0,10
SRC01,SRC01_5,SRC01_040_5,0.971386983269464,1.0,1.0,10
SRC01,SRC01_1,SRC01_041_1,0.9782105007858629,1.0,1.0,10
SRC01,SRC01_2,SRC01_041_2,0.9782105007858629,1.0,1.0,10
SRC01,SRC01_3,SRC01_041_3,0.9782105007858629,1.0,1.0,10
SRC01,SRC01_4,SRC01_041_4,0.9782105007858629,1.0,1.0,10
SRC01,SRC01_5,SRC01_041_5,0.9782105007858629,1.0,1.0,10
SRC01,SRC01_1,SRC01_042_1,0.9836195009825891,1.0,1.0,10
SRC01,SRC01_2,SRC01_042_2,0.9836195009825891,1.0,1.0,10
SRC01,SRC01_3,SRC01_042_3,0.9836195009825891,1.0,1.0,10
SRC01,SRC01_4,SRC01_042_4,0.9836195009825891,1.0,1.0,10
SRC01,SRC01_5,SRC01_042_5,0.9836195009825891,1.0,1.0,10
SRC01,SRC01_1,SRC01_043_1,0.9878556818421379,1.0,1.0,10
SRC01,SRC01_2,SRC01_043_2,0.9878556818421379,1.0,1.0,10
SRC01,SRC01_3,SRC01_043_3,0.9878556818421379,1.0,1.0,10
SRC01,SRC01_4,SRC01_043_4,0.9878556818421379,1.0,1.0,10
SRC01,SRC01_5,SRC01_043_5,0.9878556818421379,1.0,1.0,10
SRC01,SRC01_1,SRC01_044_1,0.99113096957597,1.0,1.0,10
SRC01,SRC01_2,SRC01_044_2,0.99113096957597,1.0,1.0,10
SRC01,SRC01_3,SRC01_044_3,0.99113096957597,1.0,1.0,10
SRC01,SRC01_4,SRC01_044_4,0.99113096957597,1.0,1.0,10
SRC01,SRC01_5,SRC01_044_5,0.99113096957597,1.0,1.0,10
SRC01,SRC01_1,SRC01_045_1,0.9936286058173021,1.0,1.0,10
SRC01,SRC01_2,SRC01_045_2,0.9936286058173021,1.0,1.0,10
SRC01,SRC01_3,SRC01_045_3,0.9936286058173021,1.0,1.0,10
SRC01,SRC01_4,SRC01_045_4,0.9936286058173021,1.0,1.0,10
SRC01,SRC01_5,SRC01_045_5,0.9936286058173021,1.0,1.0,10
SRC01,SRC01_1,SRC01_046_1,0.99550493011724,1.0,1.0,10
SRC01,SRC01_2,SRC01_046_2,0.99550493011724,1.0,1.0,10
SRC01,SRC01_3,SRC01_046_3,0.99550493011724,1.0,1.0,10
SRC01,SRC01_4,SRC01_046_4,0.99550493011724,1.0,1.0,10
SRC01,SRC01_5,SRC01_046_5,0.99550493011724,1.0,1.0,10
SRC01,SRC01_1,SRC01_047_1,0.996891594042753,1.0,1.0,10
SRC01,SRC01_2,SRC01_047_2,0.996891594042753,1.0,1.0,10
SRC01,SRC01_3,SRC01_047_3,0.996891594042753,1.0,1.0,10
SRC01,SRC01_4,SRC01_047_4,0.996891594042753,1.0,1.0,10
SRC01,SRC01_5,SRC01_047_5,0.996891594042753,1.0,1.0,10
SRC01,SRC01_1,SRC01_048_1,0.9978980052796859,1.0,1.0,10
SRC01,SRC01_2,SRC01_048_2,0.9978980052796859,1.0,1.0,10
SRC01,SRC01_3,SRC01_048_3,0.9978980052796859,1.0,1.0,10
SRC01,SRC01_4,SRC01_048_4,0.9978980052796859,1.0,1.0,10
SRC01,SRC01_5,SRC01_048_5,0.9978980052796859,1.0,1.0,10
SRC01,SRC01_1,SRC01_049_1,0.998613852203736,1.0,1.0,10
SRC01,SRC01_2,SRC01_049_2,0.998613852203736,1.0,1.0,10
SRC01,SRC01_3,SRC01_049_3,0.998613852203736,1.0,1.0,10
SRC01,SRC01_4,SRC01_049_4,0.998613852203736,1.0,1.0,10
SRC01,SRC01_5,SRC01_049_5,0.998613852203736,1.0,1.0,10
SRC01,SRC01_1,SRC01_050_1,0.999111601517573,1.0,1.0,10
SRC01,SRC01_2,SRC01_050_2,0.999111601517573,1.0,1.0,10
SRC01,SRC01_3,SRC01_050_3,0.999111601517573,1.0,1.0,10
SRC01,SRC01_4,SRC01_050_4,0.999111601517573,1.0,1.0,10
SRC01,SRC01_5,SRC01_050_5,0.999111601517573,1.0,1.0,10
SRC01,SRC01_1,SRC01_051_1,0.999448894641088,1.0,1.0,10
SRC01,SRC01_2,SRC01_051_2,0.999448894641088,1.0,1.0,10
SRC01,SRC01_3,SRC01_051_3,0.999448894641088,1.0,1.0,10
SRC01,SRC01_4,SRC01_051_4,0.999448894641088,1.0,1.0,10
SRC01,SRC01_5,SRC01_051_5,0.999448894641088,1.0,1.0,10
SRC01,SRC01_1,SRC01_052_1,0.9996707938274699,1.0,1.0,10
SRC01,SRC01_2,SRC01_052_2,0.9996707938274699,1.0,1.0,10
SRC01,SRC01_3,SRC01_052_3,0.9996707938274699,1.0,1.0,10
SRC01,SRC01_4,SRC01_052_4,0.9996707938274699,1.0,1.0,10
SRC01,SRC01_5,SRC01_052_5,0.9996707938274699,1.0,1.0,10
SRC01,SRC01_1,SRC01_053_1,0.999811847813442,1.0,1.0,10
SRC01,SRC01_2,SRC01_053_2,0.999811847813442,1.0,1.0,10
SRC01,SRC01_3,SRC01_053_3,0.999811847813442,1.0,1.0,10
SRC01,SRC01_4,SRC01_053_4,0.999811847813442,1.0,1.0,10
SRC01,SRC01_5,SRC01_053_5,0.999811847813442,1.0,1.0,10
SRC01,SRC01_1,SRC01_054_1,0.999897960503248,1.0,1.0,10
SRC01,SRC01_2,SRC01_054_2,0.999897960503248,1.0,1.0,10
SRC01,SRC01_3,SRC01_054_3,0.999897960503248,1.0,1.0,10
SRC01,SRC01_4,SRC01_054_4,0.999897960503248,1.0,1.0,10
SRC01,SRC01_5,SRC01_054_5,0.999897960503248,1.0,1.0,10
SRC01,SRC01_1,SRC01_055_1,0.999948055906807,1.0,1.0,10
SRC01,SRC01_2,SRC01_055_2,0.999948055906807,1.0,1.0,10
SRC01,SRC01_3,SRC01_055_3,0.999948055906807,1.0,1.0,10
SRC01,SRC01_4,SRC01_055_4,0.999948055906807,1.0,1.0,10
SRC01,SRC01_5,SRC01_055_5,0.999948055906807,1.0,1.0,10
SRC01,SRC01_1,SRC01_056_1,0.999975539307047,1.0,1.0,10
SRC01,SRC01_2,SRC01_056_2,0.999975539307047,1.0,1.0,10
SRC01,SRC01_3,SRC01_056_3,0.999975539307047,1.0,1.0,10
SRC01,SRC01_4,SRC01_056_4,0.999975539307047,1.0,1.0,10
SRC01,SRC01_5,SRC01_056_5,0.999975539307047,1.0,1.0,10
SRC01,SRC01_1,SRC01_057_1,0.9999895592464301,1.0,1.0,10
SRC01,SRC01_2,SRC01_057_2,0.9999895592464301,1.0,1.0,10
SRC01,SRC01_3,SRC01_057_3,0.9999895592464301,1.0,1.0,10
SRC01,SRC01_4,SRC01_057_4,0.9999895592464301,1.0,1.0,10
SRC01,SRC01_5,SRC01_057_5,0.9999895592464301,1.0,1.0,10
SRC01,SRC01_1,SRC01_058_1,0.9999960780582471,1.0,1.0,10
SRC01,SRC01_2,SRC01_058_2,0.9999960780582471,1.0,1.0,10
SRC01,SRC01_3,SRC01_058_3,0.9999960780582471,1.0,1.0,10
SRC01,SRC01_4,SRC01_058_4,0.9999960780582471,1.0,1.0,10
SRC01,SRC01_5,SRC01_058_5,0.9999960780582471,1.0,1.0,10
SRC01,SRC01_1,SRC01_059_1,0.999998760837592,1.0,1.0,10
SRC01,SRC01_2,SRC01_059_2,0.999998760837592,1.0,1.0,10
SRC01,SRC01_3,SRC01_059_3,0.999998760837592,1.0,1.0,10
SRC01,SRC01_4,SRC01_059_4,0.999998760837592,1.0,1.0,10
SRC01,SRC01_5,SRC01_059_5,0.999998760837592,1.0,1.0,10
SRC01,SRC01_1,SRC01_060_1,0.999999694342957,1.0,1.0,10
SRC01,SRC01_2,SRC01_060_2,0.999999694342957,1.0,1.0,10
SRC01,SRC01_3,SRC01_060_3,0.999999694342957,1.0,1.0,10
SRC01,SRC01_4,SRC01_060_4,0.999999694342957,1.0,1.0,10
SRC01,SRC01_5,SRC01_060_5,0.999999694342957,1.0,1.0,10
SRC01,SRC01_1,SRC01_061_1,0.999999948643045,1.0,1.0,10
SRC01,SRC01_2,SRC01_061_2,0.999999948643045,1.0,1.0,10
SRC01,SRC01_3,SRC01_061_3,0.999999948643045,1.0,1.0,10
SRC01,SRC01_4,SRC01_061_4,0.999999948643045,1.0,1.0,10
SRC01,SRC01_5,SRC01_061_5,0.999999948643045,1.0,1.0,10
SRC01,SRC01_1,SRC01_062_1,0.999999995617878,1.0,1.0,10
SRC01,SRC01_2,SRC01_062_2,0.999999995617878,1.0,1.0,10
SRC01,SRC01_3,SRC01_062_3,0.999999995617878,1.0,1.0,10
SRC01,SRC01_4,SRC01_062_4,0.999999995617878,1.0,1.0,10
SRC01,SRC01_5,SRC01_062_5,0.999999995617878,1.0,1.0,10
SRC01,SRC01_1,SRC01_063_1,0.9999999999193471,1.0,1.0,10
SRC01,SRC01_2,SRC01_063_2,0.9999999999193471,1.0,1.0,10
SRC01,SRC01_3,SRC01_063_3,0.9999999999193471,1.0,1.0,10
SRC01,SRC01_4,SRC01_063_4,0.9999999999193471,1.0,1.0,10
SRC01,SRC01_5,SRC01_063_5,0.9999999999193471,1.0,1.0,10
SRC01,SRC01_1,SRC01_064_1,1.0,1.0,1.0,10
SRC01,SRC01_2,SRC01_064_2,1.0,1.0,1.0,10
SRC01,SRC01_3,SRC01_064_3,1.0,1.0,1.0,10
SRC01,SRC01_4,SRC01_064_4,1.0,1.0,1.0,10
